reqId	ON	DN	ST	Rev	TrT
13801	3482	239	204	344	12
13802	3057	1528	204	385	13
13803	9780	261	204	351	12
13804	1396	3369	204	361	13
13805	2635	3456	204	309	11
13806	4220	364	204	316	11
13807	2344	59	204	340	12
13808	6991	1379	204	410	14
13809	712	2187	204	288	10
13810	1106	2984	204	338	12
13811	49	3392	204	413	14
13812	438	4852	204	337	12
13813	162	770	205	330	11
13814	300	3594	205	304	11
13815	18	5869	205	325	11
13816	1916	2642	205	348	12
13817	3061	549	205	430	15
13818	3251	8597	205	514	18
13819	3919	7086	205	271	10
13820	385	1750	205	341	12
13821	457	8439	205	282	10
13822	246	7110	205	408	14
13823	1530	8315	205	301	11
13824	3057	2512	205	340	12
13825	1477	1246	205	597	20
13826	728	624	205	372	13
13827	3108	2600	206	289	10
13828	3083	3617	206	292	10
13829	6013	261	206	311	11
13830	62	753	206	326	11
13831	628	5979	206	313	11
13832	8913	896	206	311	11
13833	7270	1607	206	270	9
13834	2136	2190	206	254	9
13835	7743	3952	206	357	12
13836	485	938	206	260	9
13837	624	6794	206	417	14
13838	9966	8866	207	263	9
13839	9740	662	207	373	13
13840	2506	5070	207	318	11
13841	3039	684	207	335	12
13842	1745	1775	207	312	11
13843	162	624	207	356	12
13844	4730	5954	207	468	16
13845	1940	2438	207	456	16
13846	460	514	207	348	12
13847	662	9224	207	346	12
13848	404	955	207	289	10
13849	2241	1997	207	291	10
13850	2066	3238	207	316	11
13851	1390	402	207	337	12
13852	361	4218	207	320	11
13853	247	20	207	284	10
13854	11	10286	207	329	11
13855	2853	3070	207	230	8
13856	2770	932	207	373	13
13857	62	2515	207	376	13
13858	1746	1523	207	248	9
13859	3084	3054	207	296	10
13860	3530	2621	207	315	11
13861	3150	3366	207	286	10
13862	1105	3592	208	342	12
13863	1927	2349	208	272	10
13864	2366	5699	208	277	10
13865	5066	7408	208	298	10
13866	728	826	208	268	9
13867	247	291	208	491	17
13868	8474	770	208	332	12
13869	7471	507	208	269	9
13870	799	8892	208	417	14
13871	1476	2109	208	326	11
13872	658	749	208	293	10
13873	734	4860	208	455	16
13874	2984	8594	208	331	12
13875	353	189	208	444	15
13876	270	506	208	321	11
13877	4218	768	208	321	11
13878	2772	3009	208	326	11
13879	3151	7490	208	302	11
13880	3278	661	208	266	9
13881	3516	7687	208	305	11
13882	1193	2316	208	272	10
13883	224	2282	209	292	10
13884	2414	5123	209	291	10
13885	802	3339	209	381	13
13886	2326	13	209	291	10
13887	2335	3022	209	338	12
13888	2420	3480	209	310	11
13889	2607	2754	209	280	10
13890	447	8368	209	293	10
13891	3092	7005	209	283	10
13892	963	935	209	282	10
13893	2630	2771	209	382	13
13894	768	663	209	345	12
13895	2651	2699	209	322	11
13896	3024	4336	209	380	13
13897	1573	3146	209	352	12
13898	368	255	209	389	13
13899	661	7739	209	370	13
13900	1366	661	209	249	9
13901	454	1570	209	366	13
13902	2379	3309	210	305	11
13903	3095	761	210	314	11
13904	1069	2927	210	414	14
13905	7482	365	210	260	9
13906	7695	3281	210	300	10
13907	35	10432	210	395	14
13908	5487	4041	210	299	10
13909	2319	3589	210	306	11
13910	3577	4257	210	287	10
13911	3085	3333	210	322	11
13912	754	2620	210	304	11
13913	2611	352	210	277	10
13914	3519	2783	210	330	11
13915	3056	2985	210	419	14
13916	224	5485	210	312	11
13917	6849	806	210	331	12
13918	3483	1043	210	330	11
13919	2982	773	210	347	12
13920	3495	7659	210	407	14
13921	493	645	210	358	12
13922	788	6002	210	324	11
13923	2316	3097	210	393	14
13924	2101	5541	210	325	11
13925	2320	829	210	260	9
13926	2498	7535	210	340	12
13927	1043	4847	211	335	12
13928	2974	1836	211	362	13
13929	5527	2169	211	300	10
13930	531	2813	211	286	10
13931	383	1500	211	336	12
13932	1139	529	211	351	12
13933	3591	1878	211	284	10
13934	3232	939	211	308	11
13935	1447	835	211	281	10
13936	3508	7571	211	378	13
13937	2814	1502	211	459	16
13938	1960	1908	211	292	10
13939	938	47	211	417	14
13940	1527	1702	211	287	10
13941	7542	1403	211	329	11
13942	2335	2215	211	342	12
13943	2632	800	211	277	10
13944	3268	3424	211	328	11
13945	372	1559	211	310	11
13946	49	3571	211	338	12
13947	2770	2516	211	409	14
13948	1585	380	212	306	11
13949	378	1683	212	378	13
13950	1596	2265	212	387	13
13951	2761	5941	212	261	9
13952	447	555	212	570	19
13953	7107	5955	212	266	9
13954	939	1385	212	308	11
13955	952	415	212	264	9
13956	2826	4855	212	341	12
13957	296	2194	212	499	17
13958	3086	1928	212	328	11
13959	296	8368	212	295	10
13960	2697	2322	212	243	9
13961	1742	2532	212	384	13
13962	3157	1201	212	249	9
13963	659	3274	212	235	8
13964	482	948	212	304	11
13965	531	3538	212	381	13
13966	3053	3151	213	388	13
13967	277	3591	213	328	11
13968	29	255	213	287	10
13969	2754	2215	213	380	13
13970	9773	1928	213	395	14
13971	3082	49	213	303	11
13972	762	2187	213	304	11
13973	1742	3289	213	315	11
13974	1734	2185	213	341	12
13975	669	951	213	375	13
13976	2335	355	213	305	11
13977	3082	267	213	287	10
13978	5505	3439	213	336	12
13979	656	1773	213	280	10
13980	268	498	213	331	12
13981	9472	1098	213	301	11
13982	246	1963	213	434	15
13983	2316	944	213	411	14
13984	11	2403	213	392	14
13985	3480	2274	213	252	9
13986	1764	2203	213	254	9
13987	280	2136	214	359	12
13988	9059	2278	214	223	8
13989	735	2530	214	303	11
13990	2605	1814	214	301	11
13991	281	5991	214	295	10
13992	835	3480	214	286	10
13993	3118	361	214	295	10
13994	2930	6522	214	283	10
13995	3149	247	214	334	12
13996	67	2283	214	263	9
13997	2191	5954	214	320	11
13998	2215	352	214	357	12
13999	5983	609	214	422	15
14000	2123	2757	214	262	9
14001	1561	3524	214	297	10
14002	9733	1917	214	296	10
14003	826	4826	214	281	10
14004	2597	1730	214	187	7
14005	374	1886	214	291	10
14006	2391	2222	215	435	15
14007	780	2466	215	391	14
14008	8472	3292	215	373	13
14009	4730	1596	215	278	10
14010	8478	3279	215	252	9
14011	991	2297	215	332	12
14012	9469	2047	215	364	13
14013	458	3509	215	215	8
14014	2872	3056	215	222	8
14015	2913	3176	215	238	8
14016	947	9311	215	299	10
14017	1603	645	215	436	15
14018	2882	3452	215	336	12
14019	455	1769	215	283	10
14020	457	7081	215	275	10
14021	2625	1354	215	273	10
14022	1067	617	215	808	27
14023	826	2754	215	276	10
14024	577	1524	215	275	10
14025	4730	1688	215	430	15
14026	2610	4826	215	317	11
14027	1809	590	215	448	15
14028	3012	5959	215	230	8
14029	1934	578	215	382	13
14030	5521	1880	216	313	11
14031	3446	6029	216	539	18
14032	1864	3489	216	298	10
14033	1747	2187	216	324	11
14034	687	2316	216	313	11
14035	2872	1928	216	231	8
14036	6991	2193	216	380	13
14037	2283	2040	216	261	9
14038	9744	1734	216	327	11
14039	3177	1933	216	316	11
14040	2326	1349	216	395	14
14041	1356	7409	216	306	11
14042	661	514	216	356	12
14043	3232	1530	216	322	11
14044	3290	902	216	287	10
14045	3237	9867	216	420	14
14046	682	2689	216	252	9
14047	1203	1496	216	323	11
14048	771	683	216	264	9
14049	2982	2812	216	283	10
14050	1597	1437	216	601	21
14051	831	2379	216	271	10
14052	363	786	216	279	10
14053	439	2713	216	297	10
14054	8392	2858	216	258	9
14055	7066	755	217	220	8
14056	2616	1064	217	307	11
14057	3170	769	217	256	9
14058	955	1046	217	397	14
14059	3272	5070	217	252	9
14060	6016	1187	217	390	13
14061	1738	623	217	345	12
14062	1446	9650	217	288	10
14063	2795	3438	217	401	14
14064	875	3299	217	288	10
14065	3193	2388	217	284	10
14066	62	3524	217	377	13
14067	2778	2506	217	347	12
14068	46	2611	217	263	9
14069	1604	2035	217	300	10
14070	2335	2931	217	385	13
14071	483	5986	217	316	11
14072	503	1388	217	281	10
14073	3185	1644	217	395	14
14074	2854	2709	217	311	11
14075	455	1572	217	375	13
14076	543	5489	217	287	10
14077	266	2612	218	256	9
14078	4220	847	218	413	14
14079	1781	3239	218	389	13
14080	1744	8908	218	326	11
14081	3438	2792	218	384	13
14082	1843	4222	218	378	13
14083	542	3008	218	366	13
14084	1069	750	218	326	11
14085	6794	8369	218	307	11
14086	2843	7694	218	337	12
14087	1775	1593	218	233	8
14088	5485	1356	218	316	11
14089	2316	1771	218	285	10
14090	3312	1344	218	285	10
14091	224	8392	218	313	11
14092	2887	2673	218	267	9
14093	9653	1715	218	300	10
14094	1066	130	218	311	11
14095	3278	1928	218	281	10
14096	2974	7289	218	254	9
14097	443	1068	218	321	11
14098	2142	2873	218	351	12
14099	724	1769	218	269	9
14100	685	4222	218	353	12
14101	6841	3222	218	367	13
14102	3613	1261	218	537	18
14103	5508	2550	218	289	10
14104	6012	453	218	417	14
14105	9943	956	218	269	9
14106	10256	3208	218	375	13
14107	3783	2775	218	329	11
14108	2122	1448	218	270	9
14109	754	1193	218	268	9
14110	2705	258	218	439	15
14111	1603	579	218	419	14
14112	3387	1428	218	309	11
14113	296	1369	218	286	10
14114	1170	2415	219	326	11
14115	3022	6928	219	338	12
14116	3172	2461	219	353	12
14117	2985	4600	219	261	9
14118	2783	1868	219	257	9
14119	2337	2186	219	372	13
14120	2183	1758	219	275	10
14121	3279	849	219	247	9
14122	3080	4840	219	334	12
14123	3078	353	219	287	10
14124	409	968	219	307	11
14125	8106	1630	219	271	10
14126	1068	1573	219	401	14
14127	873	3596	219	305	11
14128	3461	385	219	306	11
14129	1068	2678	219	441	15
14130	1535	2148	219	325	11
14131	897	2193	219	372	13
14132	1193	6395	219	317	11
14133	1477	2707	219	254	9
14134	2190	2547	219	369	13
14135	3273	3041	219	245	9
14136	2506	5956	219	316	11
14137	247	748	219	383	13
14138	385	3526	219	328	11
14139	1908	2590	220	293	10
14140	3099	1885	220	335	12
14141	750	661	220	320	11
14142	528	3223	220	270	9
14143	2623	9022	220	271	10
14144	1481	9127	220	408	14
14145	1743	2185	220	317	11
14146	368	1104	220	307	11
14147	6484	9677	220	311	11
14148	2335	8439	220	282	10
14149	2894	623	220	315	11
14150	9006	3151	220	297	10
14151	2184	10136	220	258	9
14152	3589	891	220	245	9
14153	2282	1068	220	306	11
14154	246	5522	220	286	10
14155	8889	1087	220	435	15
14156	1747	381	220	344	12
14157	4257	3195	220	291	10
14158	1972	430	220	218	8
14159	1442	1602	220	282	10
14160	273	9472	220	325	11
14161	1043	1068	220	340	12
14162	1762	3480	220	338	12
14163	759	255	220	602	21
14164	3389	2066	220	349	12
14165	5067	2709	220	308	11
14166	728	8414	220	295	10
14167	6794	1811	221	313	11
14168	2846	1978	221	290	10
14169	3360	2513	221	297	10
14170	3810	2065	221	388	13
14171	513	7005	221	291	10
14172	500	2399	221	290	10
14173	521	2202	221	344	12
14174	2392	3300	221	337	12
14175	1740	1781	221	356	12
14176	3192	7490	221	301	11
14177	1571	3415	221	289	10
14178	2203	1572	221	320	11
14179	5491	2713	221	313	11
14180	318	3483	221	264	9
14181	2842	2018	221	293	10
14182	2847	1687	221	312	11
14183	2415	296	221	297	10
14184	842	1332	221	364	13
14185	2911	37	221	312	11
14186	2795	216	221	360	12
14187	1787	3126	221	304	11
14188	3377	2996	222	306	11
14189	838	2563	222	380	13
14190	488	954	222	302	11
14191	837	451	222	287	10
14192	1052	1776	222	293	10
14193	1024	1809	222	265	9
14194	248	3287	222	342	12
14195	807	4844	222	413	14
14196	60	3948	222	389	13
14197	57	2013	222	343	12
14198	224	3587	222	312	11
14199	383	4219	222	379	13
14200	2624	3919	222	373	13
14201	1585	542	222	369	13
14202	1748	1394	222	322	11
14203	46	1613	222	295	10
14204	1477	2463	222	383	13
14205	6647	857	222	308	11
14206	373	1257	222	372	13
14207	1907	681	222	302	11
14208	6016	1914	222	318	11
14209	1830	5995	222	318	11
14210	578	2157	222	505	17
14211	6016	1262	222	336	12
14212	3145	1149	222	203	7
14213	2316	2624	222	332	12
14214	1788	946	222	267	9
14215	2117	1699	223	260	9
14216	5980	449	223	381	13
14217	3028	528	223	305	11
14218	2284	3388	223	312	11
14219	1741	9744	223	297	10
14220	2134	1115	223	344	12
14221	1683	837	223	270	9
14222	2626	891	223	302	11
14223	661	688	223	347	12
14224	442	1653	223	310	11
14225	2282	3611	223	270	9
14226	3137	2270	223	356	12
14227	327	614	223	593	20
14228	1689	113	223	266	9
14229	1017	1067	223	311	11
14230	1068	2606	223	256	9
14231	10146	624	223	387	13
14232	1744	396	223	591	20
14233	10155	3212	223	339	12
14234	3152	405	223	349	12
14235	4257	5999	223	348	12
14236	7002	1777	223	295	10
14237	884	1250	223	389	13
14238	6849	3540	223	438	15
14239	658	3286	223	339	12
14240	5494	1026	223	273	10
14241	6011	3757	223	329	11
14242	1931	3334	223	344	12
14243	723	3290	224	350	12
14244	1811	3178	224	262	9
14245	1729	1781	224	391	14
14246	1788	6000	224	305	11
14247	952	5948	224	387	13
14248	3492	462	224	347	12
14249	3480	57	224	409	14
14250	2499	1774	224	278	10
14251	1776	7297	224	272	10
14252	1170	356	224	331	12
14253	474	1395	224	309	11
14254	507	6990	224	304	11
14255	3176	2955	224	231	8
14256	2634	7005	224	326	11
14257	1570	2168	224	257	9
14258	829	4849	224	350	12
14259	2190	3176	224	222	8
14260	1991	1443	224	317	11
14261	454	2350	224	252	9
14262	3484	296	224	245	9
14263	1844	1064	224	373	13
14264	3277	849	224	232	8
14265	2783	467	224	349	12
14266	5067	2286	224	269	9
14267	3193	864	225	291	10
14268	3151	9177	225	307	11
14269	4905	2378	225	249	9
14270	4336	369	225	387	13
14271	2514	3578	225	310	11
14272	27	3643	225	263	9
14273	3516	2615	225	281	10
14274	16	589	225	318	11
14275	377	472	225	325	11
14276	3612	2128	225	348	12
14277	2528	909	225	363	13
14278	3542	934	225	305	11
14279	1272	7527	225	268	9
14280	945	3550	225	329	11
14281	1624	2610	225	273	10
14282	522	7293	225	350	12
14283	9729	1067	225	403	14
14284	1819	1064	225	227	8
14285	1691	5505	225	312	11
14286	2965	1351	225	312	11
14287	2016	8368	225	249	9
14288	3024	1882	225	251	9
14289	1196	723	225	279	10
14290	1170	2775	225	505	17
14291	5493	70	226	300	10
14292	2628	756	226	373	13
14293	1027	3588	226	317	11
14294	1531	1585	226	258	9
14295	437	2754	226	307	11
14296	2678	6992	226	345	12
14297	5997	3706	226	363	13
14298	3083	1344	226	320	11
14299	1370	2481	226	274	10
14300	534	2947	226	314	11
14301	3390	6518	226	286	10
14302	2534	673	226	345	12
14303	3055	1541	226	437	15
14304	3012	1504	226	329	11
14305	1618	1560	226	253	9
14306	1787	524	226	267	9
14307	442	22	226	473	16
14308	1716	431	226	238	8
14309	381	849	226	383	13
14310	3146	2669	226	303	11
14311	1738	2852	226	397	14
14312	525	2336	227	451	16
14313	802	2692	227	601	21
14314	1616	1189	227	501	17
14315	3590	1010	227	293	10
14316	3351	1009	227	312	11
14317	2196	2689	227	392	14
14318	403	523	227	267	9
14319	2324	2624	227	341	12
14320	3012	2680	227	283	10
14321	1477	2607	227	223	8
14322	535	1689	227	403	14
14323	7085	249	227	405	14
14324	2198	2421	227	275	10
14325	7732	3481	227	356	12
14326	624	3232	227	302	11
14327	369	10367	227	297	10
14328	376	5434	227	306	11
14329	9516	352	227	312	11
14330	363	3480	227	337	12
14331	3530	3547	227	303	11
14332	878	1722	227	442	15
14333	46	7842	227	449	15
14334	637	4821	227	308	11
14335	7511	933	227	273	10
14336	1877	3598	227	403	14
14337	754	3278	227	258	9
14338	5067	4202	227	262	9
14339	267	1810	227	264	9
14340	2352	3480	227	276	10
14341	2286	296	228	300	10
14342	2793	634	228	287	10
14343	791	2563	228	535	18
14344	2600	62	228	237	8
14345	2812	2199	228	400	14
14346	2587	183	228	282	10
14347	1847	639	228	278	10
14348	443	693	228	520	18
14349	500	1973	228	328	11
14350	1021	7070	228	317	11
14351	3399	9441	228	267	9
14352	224	370	228	386	13
14353	1069	1811	228	303	11
14354	5513	3527	228	267	9
14355	2868	2537	228	331	12
14356	5067	2286	228	269	9
14357	3093	1702	228	305	11
14358	1571	3368	228	327	11
14359	2779	373	228	398	14
14360	53	347	228	291	10
14361	775	7743	228	320	11
14362	3175	1796	228	390	13
14363	6991	1893	228	374	13
14364	224	17	228	400	14
14365	2883	2517	228	340	12
14366	2604	7671	228	357	12
14367	1068	1925	229	365	13
14368	5993	3361	229	307	11
14369	3193	863	229	297	10
14370	3080	4860	229	394	14
14371	1175	609	229	520	18
14372	3948	1932	229	323	11
14373	1103	1398	229	351	12
14374	3611	1369	229	242	9
14375	2661	2131	229	392	14
14376	1904	1865	229	281	10
14377	620	2316	229	368	13
14378	2672	1189	229	415	14
14379	1861	369	229	302	11
14380	365	7493	229	280	10
14381	3480	8428	229	315	11
14382	2660	7011	229	270	9
14383	2780	3384	229	329	11
14384	3151	1470	229	332	12
14385	266	8439	229	286	10
14386	4220	3586	229	249	9
14387	2334	8439	229	282	10
14388	1060	947	229	280	10
14389	793	2475	229	462	16
14390	2720	3611	229	224	8
14391	530	7470	229	387	13
14392	7007	2622	229	254	9
14393	6007	2045	229	394	14
14394	3159	3611	229	256	9
14395	475	2519	229	322	11
14396	2846	1735	229	293	10
14397	685	710	229	263	9
14398	830	62	229	259	9
14399	7600	1441	229	388	13
14400	139	1829	229	270	9
14401	534	1788	229	329	11
14402	572	2664	229	306	11
14403	534	416	230	276	10
14404	5522	3457	230	318	11
14405	2680	1247	230	250	9
14406	2151	5533	230	324	11
14407	1066	7084	230	294	10
14408	2716	742	230	629	21
14409	1886	2536	230	419	14
14410	769	1688	230	326	11
14411	1570	629	230	366	13
14412	1596	568	230	412	14
14413	752	762	230	278	10
14414	1484	3237	230	415	14
14415	8103	2312	230	268	9
14416	10353	247	230	433	15
14417	4858	3786	230	376	13
14418	2078	1885	230	277	10
14419	2316	356	230	304	11
14420	1587	5283	230	392	14
14421	3372	7294	230	386	13
14422	8587	3232	230	357	12
14423	950	2174	230	339	12
14424	403	1997	230	291	10
14425	1051	3097	230	320	11
14426	376	778	230	336	12
14427	3083	4853	230	357	12
14428	383	2571	230	328	11
14429	3097	2151	230	324	11
14430	1692	1767	230	315	11
14431	2241	519	230	254	9
14432	3186	2993	230	315	11
14433	2065	2217	231	300	10
14434	1936	1027	231	326	11
14435	363	2062	231	302	11
14436	3022	2754	231	376	13
14437	2217	940	231	339	12
14438	2736	3810	231	281	10
14439	1595	610	231	584	20
14440	1690	3289	231	344	12
14441	1442	2142	231	338	12
14442	662	945	231	372	13
14443	2286	566	231	320	11
14444	1366	1648	231	346	12
14445	371	10158	231	372	13
14446	3480	2824	231	280	10
14447	1932	247	231	377	13
14448	559	905	231	476	16
14449	1157	8471	231	244	9
14450	1701	4843	231	469	16
14451	1814	1555	231	341	12
14452	2859	3282	231	271	10
14453	2388	4841	231	423	15
14454	3079	727	231	282	10
14455	267	924	231	335	12
14456	8567	1893	231	345	12
14457	1068	3588	231	330	11
14458	1597	7413	231	484	17
14459	3288	1957	231	267	9
14460	3254	9097	231	300	10
14461	729	3288	231	367	13
14462	3392	2102	232	272	10
14463	2621	857	232	304	11
14464	516	1050	232	298	10
14465	9431	2713	232	308	11
14466	3362	2624	232	294	10
14467	1570	639	232	289	10
14468	891	2783	232	325	11
14469	656	3073	232	213	8
14470	5511	104	232	329	11
14471	1892	2863	232	316	11
14472	1847	3637	232	254	9
14473	375	1009	232	313	11
14474	2636	39	232	313	11
14475	62	1147	232	258	9
14476	1040	2754	232	353	12
14477	1967	12	232	268	9
14478	846	2801	232	340	12
14479	3637	1391	232	313	11
14480	673	100	232	522	18
14481	537	896	232	376	13
14482	910	2446	232	314	11
14483	448	3591	232	390	13
14484	4904	3176	232	251	9
14485	2664	1879	232	283	10
14486	1104	3289	232	314	11
14487	3508	372	232	300	10
14488	3146	2212	232	292	10
14489	2982	663	232	395	14
14490	2629	8257	233	316	11
14491	949	412	233	271	10
14492	1104	1329	233	311	11
14493	10194	2673	233	263	9
14494	2779	8439	233	318	11
14495	6481	151	233	431	15
14496	7490	379	233	308	11
14497	5978	2088	233	262	9
14498	2388	588	233	531	18
14499	2513	3652	233	299	10
14500	4221	3588	233	295	10
14501	483	1893	233	346	12
14502	509	585	233	301	11
14503	5291	3070	233	288	10
14504	2625	2812	233	266	9
14505	1529	2585	233	332	12
14506	572	5981	233	299	10
14507	9932	609	233	559	19
14508	2350	2335	233	257	9
14509	3618	4336	233	318	11
14510	2124	49	233	278	10
14511	6647	3238	233	313	11
14512	3614	4830	233	353	12
14513	189	900	233	326	11
14514	8880	3402	233	347	12
14515	3056	834	233	264	9
14516	3097	1110	233	334	12
14517	274	3150	233	334	12
14518	1745	523	233	326	11
14519	62	1193	233	295	10
14520	369	1139	233	263	9
14521	2797	3103	233	339	12
14522	3223	2219	233	393	14
14523	6013	2388	233	271	10
14524	3023	3232	233	265	9
14525	7354	3493	233	363	13
14526	2174	262	233	600	20
14527	3628	5507	234	276	10
14528	67	2519	234	407	14
14529	770	1080	234	249	9
14530	639	2931	234	327	11
14531	1529	2809	234	263	9
14532	3480	3102	234	439	15
14533	3096	1915	234	303	11
14534	3200	3173	234	339	12
14535	5067	3073	234	241	9
14536	7266	3073	234	262	9
14537	2214	2754	234	377	13
14538	2708	22	234	497	17
14539	365	474	234	276	10
14540	1521	1335	234	261	9
14541	2243	381	234	284	10
14542	6015	1012	234	269	9
14543	839	5924	234	289	10
14544	8475	769	234	321	11
14545	7736	1725	234	373	13
14546	4218	3708	234	655	22
14547	1739	6006	234	320	11
14548	1879	60	234	348	12
14549	9063	3316	234	283	10
14550	3116	2543	234	307	11
14551	1892	2589	234	393	14
14552	2088	3306	234	530	18
14553	9733	1009	234	276	10
14554	449	1149	234	241	9
14555	762	9867	234	365	13
14556	1146	2713	234	267	9
14557	629	5501	234	313	11
14558	2352	1681	234	248	9
14559	1741	2082	234	310	11
14560	463	751	235	270	9
14561	815	1623	235	266	9
14562	861	1351	235	367	13
14563	2609	2468	235	278	10
14564	431	1272	235	250	9
14565	780	1864	235	338	12
14566	7263	837	235	431	15
14567	267	379	235	384	13
14568	450	1847	235	355	12
14569	3480	922	235	334	12
14570	783	625	235	340	12
14571	2846	5029	235	343	12
14572	806	1412	235	406	14
14573	2847	1735	235	308	11
14574	734	958	235	282	10
14575	749	3361	235	241	9
14576	469	386	235	296	10
14577	2964	2320	235	268	9
14578	656	5982	236	357	12
14579	7483	3131	236	403	14
14580	2508	473	236	282	10
14581	3507	1572	236	377	13
14582	523	993	236	309	11
14583	3293	1004	236	319	11
14584	3146	496	236	273	10
14585	1154	7468	236	289	10
14586	5988	2590	236	306	11
14587	1606	2570	236	460	16
14588	3151	2416	236	309	11
14589	2420	591	236	403	14
14590	2334	1613	236	278	10
14591	3056	1780	236	396	14
14592	2674	3706	236	299	10
14593	2495	2782	236	321	11
14594	268	3195	236	259	9
14595	6101	799	236	332	12
14596	2583	379	236	282	10
14597	7345	1509	236	389	13
14598	3095	3653	236	301	11
14599	1604	4848	236	369	13
14600	3149	2176	236	313	11
14601	543	1433	236	396	14
14602	7529	898	236	218	8
14603	2758	2625	236	352	12
14604	3276	3919	236	258	9
14605	6402	6003	236	432	15
14606	2215	1107	236	281	10
14607	837	1259	236	442	15
14608	1744	1781	236	341	12
14609	3054	2671	236	317	11
14610	2482	2971	236	324	11
14611	3102	1851	236	306	11
14612	1746	370	237	306	11
14613	3092	1023	237	357	12
14614	62	370	237	382	13
14615	1597	2532	237	271	10
14616	1398	1118	237	320	11
14617	516	857	237	364	13
14618	266	374	237	369	13
14619	1967	261	237	516	18
14620	2282	2061	237	302	11
14621	2269	2317	237	225	8
14622	1601	2656	237	306	11
14623	9330	1938	237	288	10
14624	1068	3073	237	259	9
14625	3098	7478	237	332	12
14626	2081	1112	237	277	10
14627	2882	1397	237	327	11
14628	1604	256	237	446	15
14629	8424	578	237	348	12
14630	2655	2677	237	325	11
14631	403	4857	237	473	16
14632	1344	3156	237	347	12
14633	834	257	237	433	15
14634	7070	2559	237	373	13
14635	1914	2130	237	414	14
14636	3080	1685	237	247	9
14637	3237	2795	237	388	13
14638	514	403	237	263	9
14639	2628	3232	237	305	11
14640	1847	774	237	309	11
14641	838	2855	237	261	9
14642	673	2922	237	550	19
14643	3265	5978	237	292	10
14644	3389	2912	237	232	8
14645	3392	1080	237	305	11
14646	1851	6002	238	299	10
14647	361	267	238	322	11
14648	372	449	238	383	13
14649	3590	1688	238	341	12
14650	504	3387	238	378	13
14651	518	2101	238	288	10
14652	7472	9330	238	256	9
14653	1526	3029	238	278	10
14654	3091	7519	238	351	12
14655	1822	2531	238	312	11
14656	5998	3607	238	311	11
14657	540	3251	238	308	11
14658	9217	963	238	292	10
14659	506	602	238	384	13
14660	941	3508	238	320	11
14661	3170	2293	238	501	17
14662	3056	2847	238	347	12
14663	3619	1064	238	299	10
14664	2335	368	238	346	12
14665	816	242	238	412	14
14666	6477	2708	238	298	10
14667	3084	3919	238	313	11
14668	1149	5064	238	265	9
14669	2535	1879	238	453	16
14670	1596	1500	238	463	16
14671	3095	3341	238	312	11
14672	815	977	238	573	20
14673	513	262	238	330	11
14674	2185	1008	238	300	10
14675	3116	760	238	240	8
14676	770	2933	238	275	10
14677	5992	695	238	428	15
14678	734	3107	239	300	10
14679	1511	966	239	458	16
14680	3064	37	239	358	12
14681	4523	3494	239	304	11
14682	825	71	239	243	9
14683	1780	902	239	307	11
14684	7292	2993	239	375	13
14685	448	379	239	402	14
14686	8386	7222	239	499	17
14687	3056	379	239	403	14
14688	701	2021	239	466	16
14689	723	372	239	344	12
14690	2916	250	239	483	17
14691	1916	16	239	294	10
14692	1398	1119	239	317	11
14693	412	402	239	535	18
14694	3114	591	239	398	14
14695	1767	1690	239	321	11
14696	2707	1025	239	269	9
14697	829	4849	239	350	12
14698	3592	4783	239	310	11
14699	2965	1950	239	296	10
14700	3073	3176	239	248	9
14701	1825	2679	239	351	12
14702	726	317	239	295	10
14703	2120	353	239	284	10
14704	3480	1772	239	306	11
14705	2274	1247	240	430	15
14706	2614	49	240	287	10
14707	1419	2993	240	345	12
14708	3451	460	240	406	14
14709	1679	523	240	362	13
14710	5987	3417	240	270	9
14711	2608	2378	240	272	10
14712	2637	1878	240	331	12
14713	2516	3341	240	344	12
14714	2968	662	240	288	10
14715	865	8860	240	335	12
14716	2626	1875	240	289	10
14717	1477	2980	240	350	12
14718	9322	3344	240	259	9
14719	3601	1327	240	288	10
14720	1517	1134	240	294	10
14721	5249	641	240	455	16
14722	5979	1850	240	506	17
14723	3096	656	240	369	13
14724	449	3050	240	482	17
14725	779	2984	240	352	12
14726	3399	2749	240	363	13
14727	786	377	240	322	11
14728	1340	46	240	268	9
14729	6017	2746	240	279	10
14730	1753	952	240	315	11
14731	3372	3269	240	302	11
14732	3205	1865	240	328	11
14733	3523	2749	240	373	13
14734	1069	3073	240	264	9
14735	892	3090	240	274	10
14736	3921	2530	240	429	15
14737	528	677	240	280	10
14738	9330	2498	241	262	9
14739	1148	1928	241	256	9
14740	1853	5821	241	329	11
14741	2597	1411	241	405	14
14742	1770	264	241	282	10
14743	1684	9567	241	303	11
14744	791	1210	241	402	14
14745	10159	2124	241	261	9
14746	523	3361	241	354	12
14747	897	6002	241	305	11
14748	2415	695	241	519	18
14749	2619	1735	241	283	10
14750	49	2213	241	359	12
14751	1744	3293	241	346	12
14752	2633	804	241	262	9
14753	4218	2513	241	349	12
14754	382	856	241	372	13
14755	5992	6988	241	327	11
14756	6492	2628	241	333	12
14757	2176	3094	241	311	11
14758	1876	3623	241	498	17
14759	5506	8594	241	394	14
14760	7016	574	241	331	12
14761	1397	891	241	331	12
14762	3056	1780	241	396	14
14763	913	3001	241	434	15
14764	365	1113	241	276	10
14765	3530	5552	241	348	12
14766	624	1960	241	271	10
14767	1847	1878	241	278	10
